UserId,Age,Gender,Height (cm),Weight (kg),Workout Type,Workout Duration (mins),Calories Burned,Heart Rate (bpm),Steps Taken,Workout Intensity,Sleep hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),VO2 Max,Body Fat (%),Mood Before Workout,Mood After Workout
473,50,Male,170,64,Strength,80,312,170,17822,Low,5.9,2.8,2683,80,50.8,11.8,Happy,Stressed
474,36,Female,192,69,Strength,54,623,120,3175,Low,4.5,2.4,3382,58,41.2,28.1,Energetic,Stressed
475,23,Male,183,92,Pilates,89,678,165,2392,High,6.7,2.3,1870,66,32.3,22.2,Tired,Happy
476,36,Male,179,77,Yoga,40,430,179,12596,Medium,5.3,1.5,3349,53,46.4,33.9,Neutral,Tired
477,44,Male,158,50,Strength,22,818,159,2714,Medium,8.3,2.1,1715,87,53.0,21.8,Stressed,Energetic
478,19,Female,185,98,Strength,111,559,163,13843,Medium,5.0,1.5,1807,60,54.9,12.5,Stressed,Energetic
479,44,Female,155,62,Strength,87,767,159,12980,Low,8.1,2.7,3228,72,56.7,18.4,Stressed,Stressed
480,41,Female,170,80,CrossFit,85,162,127,16047,High,4.8,1.9,3097,86,30.1,13.1,Energetic,Tired
481,40,Male,185,82,Cardio,113,343,87,16420,High,8.9,1.8,3476,50,52.8,15.6,Energetic,Energetic
482,44,Female,164,72,Yoga,86,731,73,12067,High,4.5,1.7,1901,52,34.4,32.3,Neutral,Stressed
483,34,Female,160,90,HIIT,108,628,140,7005,High,7.9,2.0,2041,74,48.3,23.0,Energetic,Stressed
484,39,Male,199,74,Cardio,48,564,88,2613,Low,5.5,1.9,1745,53,41.6,30.8,Neutral,Stressed
485,33,Female,170,87,CrossFit,93,679,141,19817,Low,5.6,1.5,3491,90,50.2,33.4,Happy,Happy
486,25,Male,191,86,Pilates,110,206,108,8147,Low,8.2,3.4,1516,69,40.1,23.7,Happy,Tired
487,19,Female,160,84,CrossFit,53,503,106,7597,High,5.3,3.4,1503,90,44.1,34.0,Tired,Tired
488,52,Male,158,60,Pilates,107,988,100,14419,High,4.0,2.4,2766,62,58.3,26.2,Happy,Stressed
489,42,Male,181,55,CrossFit,43,960,85,18417,Low,5.2,1.6,2815,51,47.9,16.5,Tired,Neutral
490,35,Female,193,75,Pilates,72,602,60,3337,High,6.8,1.6,1530,89,37.5,34.9,Neutral,Tired
491,21,Female,173,72,Cardio,57,865,124,15609,Medium,8.5,1.6,1716,53,48.1,17.9,Happy,Happy
492,43,Male,177,77,Cardio,119,772,137,1367,Medium,6.4,1.1,3303,87,37.9,20.7,Neutral,Happy
493,38,Female,165,51,Strength,36,515,91,5162,Medium,5.3,1.1,1795,81,54.4,24.2,Stressed,Stressed
494,23,Female,165,65,CrossFit,75,900,135,6838,Low,8.2,3.3,3181,85,52.3,17.8,Neutral,Stressed
495,41,Female,193,80,Pilates,73,414,72,9248,Low,7.8,1.5,3132,86,40.4,16.6,Stressed,Stressed
496,42,Male,183,62,Yoga,29,639,176,15976,High,6.8,2.5,2963,82,57.5,27.4,Neutral,Stressed
497,28,Female,153,99,Yoga,118,744,108,15521,High,5.4,1.8,1714,60,42.7,19.0,Happy,Tired
498,39,Female,197,58,Cardio,54,570,78,9019,Medium,6.2,1.2,1586,82,56.3,22.3,Tired,Stressed
499,42,Female,173,74,Pilates,119,822,112,8260,Low,4.4,3.3,3324,60,53.2,15.8,Tired,Happy
500,44,Female,179,95,Cardio,86,585,84,18213,Low,8.9,3.2,2591,66,31.5,26.0,Energetic,Neutral
